Reporting unit,Reporting unit type,State,Peer group,Year,Triage category,Number of presentations,,Percentage of patients seen on time
Ballina District Hospital,Hospital,NSW,Small hospitals,2012–13,Semi-Urgent,"7,339",,74%
Ballina District Hospital,Hospital,NSW,Small hospitals,2013–14,Semi-Urgent,"7,561",,79%
Ballina District Hospital,Hospital,NSW,Small hospitals,2014–15,Semi-Urgent,"7,882",,81%
Ballina District Hospital,Hospital,NSW,Small hospitals,2015–16,Semi-Urgent,"7,531",,83%
Ballina District Hospital,Hospital,NSW,Small hospitals,2016–17,Semi-Urgent,"7,278",,84%
Ballina District Hospital,Hospital,NSW,Small hospitals,2017–18,Semi-Urgent,"8,440",,85%
Ballina District Hospital,Hospital,NSW,Small hospitals,2018–19,Semi-Urgent,"8,645",,83%
Ballina District Hospital,Hospital,NSW,Small hospitals,2019–20,Semi-Urgent,"8,297",,81%
Ballina District Hospital,Hospital,NSW,Small hospitals,2020–21,Semi-Urgent,"8,654",,75%
Ballina District Hospital,Hospital,NSW,Small hospitals,2021–22,Semi-Urgent,"8,001",,75%
Ballina District Hospital,Hospital,NSW,Small hospitals,2022–23,Semi-Urgent,"7,676",,77%
Ballina District Hospital,Hospital,NSW,Small hospitals,2023–24,Semi-Urgent,"8,001",,73%
Ballina District Hospital,Hospital,NSW,Small hospitals,2011–12,Urgent,"3,582",,59%
Ballina District Hospital,Hospital,NSW,Small hospitals,2012–13,Urgent,"3,757",,79%
Ballina District Hospital,Hospital,NSW,Small hospitals,2013–14,Urgent,"4,078",,79%
Ballina District Hospital,Hospital,NSW,Small hospitals,2014–15,Urgent,"4,268",,80%
Ballina District Hospital,Hospital,NSW,Small hospitals,2015–16,Urgent,"4,799",,84%
Ballina District Hospital,Hospital,NSW,Small hospitals,2016–17,Urgent,"4,646",,84%
Ballina District Hospital,Hospital,NSW,Small hospitals,2017–18,Urgent,"4,723",,83%
Ballina District Hospital,Hospital,NSW,Small hospitals,2018–19,Urgent,"4,937",,83%
Ballina District Hospital,Hospital,NSW,Small hospitals,2019–20,Urgent,"5,153",,79%
Ballina District Hospital,Hospital,NSW,Small hospitals,2020–21,Urgent,"5,258",,76%
Ballina District Hospital,Hospital,NSW,Small hospitals,2021–22,Urgent,"5,195",,71%
Ballina District Hospital,Hospital,NSW,Small hospitals,2022–23,Urgent,"5,675",,73%
Ballina District Hospital,Hospital,NSW,Small hospitals,2023–24,Urgent,"5,762",,71%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Emergency,80,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Emergency,51,,82%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Emergency,73,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Emergency,64,,97%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Emergency,73,,96%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Emergency,162,,91%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Emergency,115,,80%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Emergency,122,,79%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Emergency,140,,90%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Emergency,110,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Emergency,126,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Non-Urgent,360,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Non-Urgent,400,,NP†
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Non-Urgent,340,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Non-Urgent,573,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Non-Urgent,407,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Non-Urgent,271,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Non-Urgent,145,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Non-Urgent,66,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Non-Urgent,73,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Non-Urgent,60,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Non-Urgent,96,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Resuscitation,<5,,NP
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Resuscitation,<5,,NP
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Resuscitation,0,,-
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Resuscitation,<5,,NP
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Resuscitation,<5,,NP
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Resuscitation,<5,,NP
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Semi-Urgent,301,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Semi-Urgent,398,,96%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Semi-Urgent,320,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Semi-Urgent,286,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Semi-Urgent,387,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Semi-Urgent,327,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Semi-Urgent,427,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Semi-Urgent,279,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Semi-Urgent,205,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Semi-Urgent,220,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Semi-Urgent,264,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Urgent,182,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Urgent,218,,92%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Urgent,212,,100%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Urgent,218,,97%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Urgent,274,,98%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Urgent,325,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Urgent,382,,99%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Urgent,327,,98%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Urgent,289,,97%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Urgent,253,,98%
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Urgent,300,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011–12,Emergency,"5,356",,87%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012–13,Emergency,"5,994",,85%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013–14,Emergency,"9,341",,82%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014–15,Emergency,"10,124",,70%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015–16,Emergency,"10,512",,85%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016–17,Emergency,"10,188",,83%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017–18,Emergency,"9,930",,77%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018–19,Emergency,"10,158",,70%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019–20,Emergency,"8,132",,72%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020–21,Emergency,"8,020",,74%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021–22,Emergency,"8,940",,98%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022–23,Emergency,"11,228",,78%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023–24,Emergency,"12,423",,80%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011–12,Non-Urgent,"2,730",,94%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012–13,Non-Urgent,"2,573",,NP†
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013–14,Non-Urgent,"2,300",,97%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014–15,Non-Urgent,"1,963",,96%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015–16,Non-Urgent,"1,690",,97%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016–17,Non-Urgent,"1,860",,97%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017–18,Non-Urgent,"1,555",,92%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018–19,Non-Urgent,"1,647",,92%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019–20,Non-Urgent,"2,062",,96%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020–21,Non-Urgent,"1,223",,95%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021–22,Non-Urgent,"4,062",,94%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022–23,Non-Urgent,"2,086",,94%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023–24,Non-Urgent,"1,069",,87%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011–12,Resuscitation,299,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012–13,Resuscitation,309,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013–14,Resuscitation,369,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014–15,Resuscitation,382,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015–16,Resuscitation,413,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016–17,Resuscitation,436,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017–18,Resuscitation,427,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018–19,Resuscitation,506,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019–20,Resuscitation,467,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020–21,Resuscitation,445,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021–22,Resuscitation,490,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022–23,Resuscitation,685,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023–24,Resuscitation,597,,100%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011–12,Semi-Urgent,"19,566",,80%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012–13,Semi-Urgent,"19,191",,80%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013–14,Semi-Urgent,"18,086",,85%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014–15,Semi-Urgent,"17,993",,87%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015–16,Semi-Urgent,"16,742",,89%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016–17,Semi-Urgent,"15,884",,87%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017–18,Semi-Urgent,"15,482",,79%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018–19,Semi-Urgent,"14,530",,78%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019–20,Semi-Urgent,"14,022",,81%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020–21,Semi-Urgent,"12,523",,80%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021–22,Semi-Urgent,"11,192",,75%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022–23,Semi-Urgent,"11,467",,78%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023–24,Semi-Urgent,"11,355",,74%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011–12,Urgent,"15,522",,71%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012–13,Urgent,"16,856",,67%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013–14,Urgent,"17,780",,76%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014–15,Urgent,"19,407",,72%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015–16,Urgent,"22,502",,82%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016–17,Urgent,"23,172",,76%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017–18,Urgent,"25,660",,73%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018–19,Urgent,"28,476",,69%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019–20,Urgent,"28,290",,72%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020–21,Urgent,"29,359",,73%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021–22,Urgent,"28,522",,68%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022–23,Urgent,"29,149",,79%
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023–24,Urgent,"29,566",,77%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Emergency,28,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Emergency,71,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Emergency,45,,80%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Emergency,59,,97%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Emergency,77,,99%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Emergency,80,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Emergency,88,,99%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Emergency,67,,96%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Emergency,63,,94%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Emergency,62,,92%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Emergency,83,,93%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Non-Urgent,299,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Non-Urgent,99,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Non-Urgent,226,,95%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Non-Urgent,172,,98%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Non-Urgent,93,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Non-Urgent,77,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Non-Urgent,55,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Non-Urgent,50,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Non-Urgent,66,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Non-Urgent,70,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Non-Urgent,90,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Resuscitation,5,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Resuscitation,0,,-
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Resuscitation,7,,NP
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Resuscitation,<5,,NP
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Resuscitation,8,,NP
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Resuscitation,6,,NP
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Semi-Urgent,197,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Semi-Urgent,157,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Semi-Urgent,243,,89%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Semi-Urgent,204,,98%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Semi-Urgent,228,,98%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Semi-Urgent,227,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Semi-Urgent,274,,100%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Semi-Urgent,280,,98%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Semi-Urgent,246,,99%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Semi-Urgent,265,,99%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Semi-Urgent,329,,99%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Urgent,128,,NP†
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Urgent,130,,89%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Urgent,144,,80%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Urgent,153,,89%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Urgent,191,,95%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Urgent,189,,95%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Urgent,186,,95%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Urgent,163,,95%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Urgent,192,,98%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Urgent,216,,97%
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Urgent,214,,97%
Barham Hospital,Hospital,NSW,Unpeered,2013–14,Emergency,84,,86%
Barham Hospital,Hospital,NSW,Unpeered,2014–15,Emergency,88,,98%
Barham Hospital,Hospital,NSW,Unpeered,2015–16,Emergency,78,,95%
Barham Hospital,Hospital,NSW,Unpeered,2016–17,Emergency,69,,43%
Barham Hospital,Hospital,NSW,Unpeered,2017–18,Emergency,53,,56%
Barham Hospital,Hospital,NSW,Unpeered,2018–19,Emergency,48,,27%
Barham Hospital,Hospital,NSW,Unpeered,2019–20,Emergency,62,,92%
Barham Hospital,Hospital,NSW,Unpeered,2020–21,Emergency,65,,100%
Barham Hospital,Hospital,NSW,Unpeered,2021–22,Emergency,73,,100%
Barham Hospital,Hospital,NSW,Unpeered,2022–23,Emergency,83,,100%
Barham Hospital,Hospital,NSW,Unpeered,2023–24,Emergency,94,,100%
Barham Hospital,Hospital,NSW,Unpeered,2013–14,Non-Urgent,437,,100%
Barham Hospital,Hospital,NSW,Unpeered,2014–15,Non-Urgent,492,,99%
