HEP Code,HEP Name,Year,State,Cohort,Program,Amount
3044,The University of Notre Dame Australia,2021,WA,non-aligned,RTP,"1,214,150 "
3019,The University of Queensland,2021,QLD,Go8,RSP,"190,500,856 "
3019,The University of Queensland,2021,QLD,Go8,RTP,"97,299,757 "
3040,The University of Sydney,2021,NSW,Go8,RSP,"182,577,301 "
3040,The University of Sydney,2021,NSW,Go8,RTP,"91,933,059 "
1055,The University of Western Australia,2021,WA,Go8,RSP,"86,414,984 "
1055,The University of Western Australia,2021,WA,Go8,RTP,"46,116,371 "
4449,Torrens University Australia,2021,SA,non-aligned,RSP,"419,459 "
4449,Torrens University Australia,2021,SA,non-aligned,RTP,"130,751 "
2241,University of Canberra,2021,ACT,IRU,RSP,"8,188,805 "
2241,University of Canberra,2021,ACT,IRU,RTP,"5,118,839 "
4331,University of Divinity,2021,VIC,non-aligned,RSP,"1,187,746 "
4331,University of Divinity,2021,VIC,non-aligned,RTP,"819,980 "
3039,University of New England,2021,NSW,RUN,RSP,"15,640,181 "
3039,University of New England,2021,NSW,RUN,RTP,"9,083,459 "
3013,University of New South Wales,2021,NSW,Go8,RSP,"192,211,278 "
3013,University of New South Wales,2021,NSW,Go8,RTP,"94,094,591 "
3014,University of Newcastle,2021,NSW,ATN,RSP,"48,365,335 "
3014,University of Newcastle,2021,NSW,ATN,RTP,"25,840,587 "
3027,University of South Australia,2021,SA,ATN,RSP,"34,821,818 "
3027,University of South Australia,2021,SA,ATN,RTP,"19,005,310 "
2201,University of Southern Queensland,2021,QLD,RUN,RSP,"9,431,967 "
2201,University of Southern Queensland,2021,QLD,RUN,RTP,"6,030,159 "
3045,University of Tasmania,2021,TAS,non-aligned,RSP,"42,895,827 "
3045,University of Tasmania,2021,TAS,non-aligned,RTP,"25,397,277 "
3016,University of Technology Sydney,2021,NSW,ATN,RSP,"34,008,775 "
3016,University of Technology Sydney,2021,NSW,ATN,RTP,"20,195,726 "
3043,University of the Sunshine Coast,2021,QLD,RUN,RSP,"11,751,441 "
3043,University of the Sunshine Coast,2021,QLD,RUN,RTP,"4,597,473 "
1058,University of Wollongong,2021,NSW,non-aligned,RSP,"32,008,608 "
1058,University of Wollongong,2021,NSW,non-aligned,RTP,"24,183,666 "
3007,Victoria University,2021,VIC,non-aligned,RSP,"7,304,456 "
3007,Victoria University,2021,VIC,non-aligned,RTP,"7,385,389 "
3004,Western Sydney University,2021,NSW,IRU,RSP,"17,594,263 "
3004,Western Sydney University,2021,NSW,IRU,RTP,"12,467,369 "
3006,Australian Catholic University,2020,OTHER,non-aligned,RSP,"3,145,918 "
3006,Australian Catholic University,2020,OTHER,non-aligned,RTP,"3,933,890 "
2246,Batchelor Institute of Indigenous Tertiary Education,2020,NT,non-aligned,RSP,"128,222 "
2246,Batchelor Institute of Indigenous Tertiary Education,2020,NT,non-aligned,RTP,"122,078 "
3003,Bond University ,2020,QLD,non-aligned,RSP,"1,747,312 "
3003,Bond University ,2020,QLD,non-aligned,RTP,"1,879,535 "
2200,Central Queensland University,2020,QLD,RUN,RSP,"2,637,762 "
2200,Central Queensland University,2020,QLD,RUN,RTP,"3,670,417 "
3001,Charles Darwin University,2020,NT,non-aligned,RSP,"10,651,336 "
3001,Charles Darwin University,2020,NT,non-aligned,RTP,"7,646,784 "
3005,Charles Sturt University,2020,NSW,RUN,RSP,"3,305,904 "
3005,Charles Sturt University,2020,NSW,RUN,RTP,"6,278,059 "
2236,Curtin University,2020,WA,ATN,RSP,"20,843,454 "
2236,Curtin University,2020,WA,ATN,RTP,"27,169,347 "
3030,Deakin University,2020,VIC,ATN,RSP,"14,183,638 "
3030,Deakin University,2020,VIC,ATN,RTP,"19,988,998 "
2235,Edith Cowan University,2020,WA,non-aligned,RSP,"3,846,643 "
2235,Edith Cowan University,2020,WA,non-aligned,RTP,"6,747,402 "
2154,Federation University Australia,2020,VIC,RUN,RSP,"1,451,170 "
2154,Federation University Australia,2020,VIC,RUN,RTP,"2,196,126 "
3029,Flinders University,2020,SA,IRU,RSP,"11,244,578 "
3029,Flinders University,2020,SA,IRU,RTP,"15,105,973 "
3032,Griffith University,2020,QLD,IRU,RSP,"16,763,936 "
3032,Griffith University,2020,QLD,IRU,RTP,"24,663,393 "
1019,James Cook University,2020,QLD,IRU,RSP,"11,436,832 "
1019,James Cook University,2020,QLD,IRU,RTP,"14,143,783 "
3020,La Trobe University,2020,VIC,IRU,RSP,"16,413,450 "
3020,La Trobe University,2020,VIC,IRU,RTP,"18,931,954 "
3025,Macquarie University,2020,NSW,non-aligned,RSP,"15,810,498 "
3025,Macquarie University,2020,NSW,non-aligned,RTP,"29,620,984 "
3035,Monash University,2020,VIC,Go8,RSP,"84,941,797 "
3035,Monash University,2020,VIC,Go8,RTP,"91,723,989 "
1034,Murdoch University,2020,WA,IRU,RSP,"7,322,940 "
1034,Murdoch University,2020,WA,IRU,RTP,"9,976,344 "
3042,Queensland University of Technology,2020,QLD,non-aligned,RSP,"21,570,609 "
3042,Queensland University of Technology,2020,QLD,non-aligned,RTP,"30,903,416 "
3034,Royal Melbourne Institute of Technology,2020,VIC,ATN,RSP,"11,899,488 "
3034,Royal Melbourne Institute of Technology,2020,VIC,ATN,RTP,"21,525,865 "
3038,Southern Cross University,2020,NSW,RUN,RSP,"2,904,809 "
3038,Southern Cross University,2020,NSW,RUN,RTP,"4,204,354 "
2177,Swinburne University of Technology,2020,VIC,non-aligned,RSP,"7,282,495 "
2177,Swinburne University of Technology,2020,VIC,non-aligned,RTP,"11,849,456 "
3033,The Australian National University,2020,ACT,Go8,RSP,"67,057,803 "
3033,The Australian National University,2020,ACT,Go8,RTP,"59,083,721 "
3010,The University of Adelaide,2020,SA,Go8,RSP,"39,619,864 "
3010,The University of Adelaide,2020,SA,Go8,RTP,"46,680,414 "
3036,The University of Melbourne,2020,VIC,Go8,RSP,"106,971,353 "
3036,The University of Melbourne,2020,VIC,Go8,RTP,"103,597,249 "
3044,The University of Notre Dame Australia,2020,WA,non-aligned,RSP,"662,587 "
3044,The University of Notre Dame Australia,2020,WA,non-aligned,RTP,"1,052,269 "
3019,The University of Queensland,2020,QLD,Go8,RSP,"87,536,099 "
3019,The University of Queensland,2020,QLD,Go8,RTP,"95,936,204 "
3040,The University of Sydney,2020,NSW,Go8,RSP,"84,957,930 "
3040,The University of Sydney,2020,NSW,Go8,RTP,"93,517,054 "
1055,The University of Western Australia,2020,WA,Go8,RSP,"42,276,043 "
1055,The University of Western Australia,2020,WA,Go8,RTP,"46,593,725 "
4449,Torrens University Australia,2020,SA,non-aligned,RSP,"191,603 "
4449,Torrens University Australia,2020,SA,non-aligned,RTP,"101,887 "
2241,University of Canberra,2020,ACT,IRU,RSP,"3,681,873 "
2241,University of Canberra,2020,ACT,IRU,RTP,"5,022,127 "
4331,University of Divinity,2020,VIC,non-aligned,RSP,"649,488 "
4331,University of Divinity,2020,VIC,non-aligned,RTP,"831,669 "
3039,University of New England,2020,NSW,RUN,RSP,"7,547,147 "
3039,University of New England,2020,NSW,RUN,RTP,"9,114,384 "
3013,University of New South Wales,2020,NSW,Go8,RSP,"86,796,052 "
3013,University of New South Wales,2020,NSW,Go8,RTP,"91,086,046 "
3014,University of Newcastle,2020,NSW,ATN,RSP,"23,147,160 "
3014,University of Newcastle,2020,NSW,ATN,RTP,"25,194,502 "
3027,University of South Australia,2020,SA,ATN,RSP,"16,903,308 "
3027,University of South Australia,2020,SA,ATN,RTP,"19,622,443 "
2201,University of Southern Queensland,2020,QLD,RUN,RSP,"3,705,175 "
2201,University of Southern Queensland,2020,QLD,RUN,RTP,"5,569,228 "
3045,University of Tasmania,2020,TAS,non-aligned,RSP,"21,957,533 "
3045,University of Tasmania,2020,TAS,non-aligned,RTP,"25,009,391 "
3016,University of Technology Sydney,2020,NSW,ATN,RSP,"14,408,099 "
3016,University of Technology Sydney,2020,NSW,ATN,RTP,"18,602,644 "
3043,University of the Sunshine Coast,2020,QLD,RUN,RSP,"4,685,235 "
3043,University of the Sunshine Coast,2020,QLD,RUN,RTP,"3,739,106 "
1058,University of Wollongong,2020,NSW,non-aligned,RSP,"15,737,306 "
1058,University of Wollongong,2020,NSW,non-aligned,RTP,"23,692,889 "
3007,Victoria University,2020,VIC,non-aligned,RSP,"3,901,001 "
3007,Victoria University,2020,VIC,non-aligned,RTP,"7,496,506 "
3004,Western Sydney University,2020,NSW,IRU,RSP,"8,182,221 "
3004,Western Sydney University,2020,NSW,IRU,RTP,"11,745,665 "
3006,Australian Catholic University,2019,OTHER,non-aligned,RSP,"3,252,940 "
3006,Australian Catholic University,2019,OTHER,non-aligned,RTP,"3,856,906 "
2246,Batchelor Institute of Indigenous Tertiary Education,2019,NT,non-aligned,RSP,"132,584 "
2246,Batchelor Institute of Indigenous Tertiary Education,2019,NT,non-aligned,RTP,"127,117 "
3003,Bond University ,2019,QLD,non-aligned,RSP,"1,806,754 "
3003,Bond University ,2019,QLD,non-aligned,RTP,"1,882,409 "
2200,Central Queensland University,2019,QLD,RUN,RSP,"2,447,793 "
2200,Central Queensland University,2019,QLD,RUN,RTP,"3,600,656 "
3001,Charles Darwin University,2019,NT,non-aligned,RSP,"10,746,727 "
3001,Charles Darwin University,2019,NT,non-aligned,RTP,"7,496,422 "
3005,Charles Sturt University,2019,NSW,RUN,RSP,"3,418,368 "
3005,Charles Sturt University,2019,NSW,RUN,RTP,"6,356,780 "
2236,Curtin University,2019,WA,ATN,RSP,"20,353,313 "
2236,Curtin University,2019,WA,ATN,RTP,"26,300,178 "
3030,Deakin University,2019,VIC,ATN,RSP,"13,026,406 "
3030,Deakin University,2019,VIC,ATN,RTP,"19,751,088 "
2235,Edith Cowan University,2019,WA,non-aligned,RSP,"3,977,503 "
2235,Edith Cowan University,2019,WA,non-aligned,RTP,"6,773,116 "
2154,Federation University Australia,2019,VIC,RUN,RSP,"1,500,538 "
2154,Federation University Australia,2019,VIC,RUN,RTP,"2,124,204 "
3029,Flinders University,2019,SA,IRU,RSP,"11,627,110 "
3029,Flinders University,2019,SA,IRU,RTP,"15,171,865 "
3032,Griffith University,2019,QLD,IRU,RSP,"17,191,513 "
3032,Griffith University,2019,QLD,IRU,RTP,"23,905,484 "
1019,James Cook University,2019,QLD,IRU,RSP,"11,825,904 "
1019,James Cook University,2019,QLD,IRU,RTP,"14,277,427 "
3020,La Trobe University,2019,VIC,IRU,RSP,"15,892,531 "
3020,La Trobe University,2019,VIC,IRU,RTP,"18,340,530 "
3025,Macquarie University,2019,NSW,non-aligned,RSP,"15,794,885 "
3025,Macquarie University,2019,NSW,non-aligned,RTP,"28,464,054 "
3035,Monash University,2019,VIC,Go8,RSP,"81,856,685 "
3035,Monash University,2019,VIC,Go8,RTP,"88,128,795 "
1034,Murdoch University,2019,WA,IRU,RSP,"7,572,061 "
1034,Murdoch University,2019,WA,IRU,RTP,"9,741,486 "
3042,Queensland University of Technology,2019,QLD,non-aligned,RSP,"21,988,706 "
3042,Queensland University of Technology,2019,QLD,non-aligned,RTP,"30,583,173 "
3034,Royal Melbourne Institute of Technology,2019,VIC,ATN,RSP,"12,292,865 "
3034,Royal Melbourne Institute of Technology,2019,VIC,ATN,RTP,"21,145,932 "
3038,Southern Cross University,2019,NSW,RUN,RSP,"3,003,628 "
3038,Southern Cross University,2019,NSW,RUN,RTP,"4,241,145 "
2177,Swinburne University of Technology,2019,VIC,non-aligned,RSP,"6,600,469 "
2177,Swinburne University of Technology,2019,VIC,non-aligned,RTP,"11,273,569 "
3033,The Australian National University,2019,ACT,Go8,RSP,"65,417,477 "
3033,The Australian National University,2019,ACT,Go8,RTP,"57,768,490 "
3010,The University of Adelaide,2019,SA,Go8,RSP,"39,130,978 "
3010,The University of Adelaide,2019,SA,Go8,RTP,"46,227,219 "
3036,The University of Melbourne,2019,VIC,Go8,RSP,"104,591,926 "
3036,The University of Melbourne,2019,VIC,Go8,RTP,"99,880,895 "
3044,The University of Notre Dame Australia,2019,WA,non-aligned,RSP,"685,128 "
3044,The University of Notre Dame Australia,2019,WA,non-aligned,RTP,"862,242 "
3019,The University of Queensland,2019,QLD,Go8,RSP,"86,477,868 "
3019,The University of Queensland,2019,QLD,Go8,RTP,"95,788,078 "
3040,The University of Sydney,2019,NSW,Go8,RSP,"84,034,177 "
3040,The University of Sydney,2019,NSW,Go8,RTP,"95,918,046 "
1055,The University of Western Australia,2019,WA,Go8,RSP,"43,714,242 "
1055,The University of Western Australia,2019,WA,Go8,RTP,"47,405,537 "
4449,Torrens University Australia,2019,SA,non-aligned,RSP,"158,799 "
4449,Torrens University Australia,2019,SA,non-aligned,RTP,"69,046 "
2241,University of Canberra,2019,ACT,IRU,RSP,"3,807,127 "
2241,University of Canberra,2019,ACT,IRU,RTP,"5,031,575 "
4331,University of Divinity,2019,VIC,non-aligned,RSP,"671,583 "
4331,University of Divinity,2019,VIC,non-aligned,RTP,"888,184 "
3039,University of New England,2019,NSW,RUN,RSP,"7,363,977 "
3039,University of New England,2019,NSW,RUN,RTP,"9,093,954 "
3013,University of New South Wales,2019,NSW,Go8,RSP,"82,834,562 "
3013,University of New South Wales,2019,NSW,Go8,RTP,"88,663,435 "
3014,University of Newcastle,2019,NSW,ATN,RSP,"22,658,494 "
3014,University of Newcastle,2019,NSW,ATN,RTP,"24,388,898 "
3027,University of South Australia,2019,SA,ATN,RSP,"15,997,864 "
3027,University of South Australia,2019,SA,ATN,RTP,"19,633,827 "
2201,University of Southern Queensland,2019,QLD,RUN,RSP,"3,307,018 "
2201,University of Southern Queensland,2019,QLD,RUN,RTP,"5,309,944 "
3045,University of Tasmania,2019,TAS,non-aligned,RSP,"22,704,511 "
3045,University of Tasmania,2019,TAS,non-aligned,RTP,"24,664,377 "
3016,University of Technology Sydney,2019,NSW,ATN,RSP,"13,263,380 "
3016,University of Technology Sydney,2019,NSW,ATN,RTP,"17,385,148 "
3043,University of the Sunshine Coast,2019,QLD,RUN,RSP,"3,960,627 "
3043,University of the Sunshine Coast,2019,QLD,RUN,RTP,"3,112,889 "
1058,University of Wollongong,2019,NSW,non-aligned,RSP,"14,853,389 "
1058,University of Wollongong,2019,NSW,non-aligned,RTP,"22,840,259 "
3007,Victoria University,2019,VIC,non-aligned,RSP,"4,033,710 "
3007,Victoria University,2019,VIC,non-aligned,RTP,"7,474,404 "
3004,Western Sydney University,2019,NSW,IRU,RSP,"8,039,274 "
3004,Western Sydney University,2019,NSW,IRU,RTP,"11,134,979 "
3006,Australian Catholic University,2018,OTHER,non-aligned,RSP,"3,424,147 "
3006,Australian Catholic University,2018,OTHER,non-aligned,RTP,"3,770,671 "
2246,Batchelor Institute of Indigenous Tertiary Education,2018,NT,non-aligned,RSP,"139,562 "
2246,Batchelor Institute of Indigenous Tertiary Education,2018,NT,non-aligned,RTP,"148,107 "
3003,Bond University ,2018,QLD,non-aligned,RSP,"1,901,846 "
3003,Bond University ,2018,QLD,non-aligned,RTP,"1,892,995 "
2200,Central Queensland University,2018,QLD,RUN,RSP,"2,377,497 "
2200,Central Queensland University,2018,QLD,RUN,RTP,"3,404,329 "
3001,Charles Darwin University,2018,NT,non-aligned,RSP,"9,899,338 "
3001,Charles Darwin University,2018,NT,non-aligned,RTP,"7,267,253 "
3005,Charles Sturt University,2018,NSW,RUN,RSP,"3,598,282 "
3005,Charles Sturt University,2018,NSW,RUN,RTP,"6,378,816 "
2236,Curtin University,2018,WA,ATN,RSP,"19,743,695 "
2236,Curtin University,2018,WA,ATN,RTP,"25,859,194 "
3030,Deakin University,2018,VIC,ATN,RSP,"11,699,961 "
3030,Deakin University,2018,VIC,ATN,RTP,"19,598,296 "
2235,Edith Cowan University,2018,WA,non-aligned,RSP,"4,186,845 "
2235,Edith Cowan University,2018,WA,non-aligned,RTP,"7,105,273 "
2154,Federation University Australia,2018,VIC,RUN,RSP,"1,579,514 "
2154,Federation University Australia,2018,VIC,RUN,RTP,"2,169,677 "
3029,Flinders University,2018,SA,IRU,RSP,"12,239,063 "
3029,Flinders University,2018,SA,IRU,RTP,"15,608,881 "
3032,Griffith University,2018,QLD,IRU,RSP,"17,281,534 "
3032,Griffith University,2018,QLD,IRU,RTP,"23,169,577 "
1019,James Cook University,2018,QLD,IRU,RSP,"12,448,320 "
1019,James Cook University,2018,QLD,IRU,RTP,"14,428,018 "
3020,La Trobe University,2018,VIC,IRU,RSP,"15,060,424 "
3020,La Trobe University,2018,VIC,IRU,RTP,"18,381,832 "
3025,Macquarie University,2018,NSW,non-aligned,RSP,"16,014,727 "
3025,Macquarie University,2018,NSW,non-aligned,RTP,"27,882,585 "
3035,Monash University,2018,VIC,Go8,RSP,"83,173,107 "
3035,Monash University,2018,VIC,Go8,RTP,"87,173,023 "
1034,Murdoch University,2018,WA,IRU,RSP,"7,970,591 "
1034,Murdoch University,2018,WA,IRU,RTP,"9,848,575 "
3042,Queensland University of Technology,2018,QLD,non-aligned,RSP,"22,596,657 "
3042,Queensland University of Technology,2018,QLD,non-aligned,RTP,"30,990,812 "
3034,Royal Melbourne Institute of Technology,2018,VIC,ATN,RSP,"12,939,858 "
3034,Royal Melbourne Institute of Technology,2018,VIC,ATN,RTP,"21,264,947 "
3038,Southern Cross University,2018,NSW,RUN,RSP,"3,161,714 "
3038,Southern Cross University,2018,NSW,RUN,RTP,"4,356,094 "
2177,Swinburne University of Technology,2018,VIC,non-aligned,RSP,"6,578,598 "
2177,Swinburne University of Technology,2018,VIC,non-aligned,RTP,"11,474,972 "
3033,The Australian National University,2018,ACT,Go8,RSP,"63,101,108 "
3033,The Australian National University,2018,ACT,Go8,RTP,"57,139,186 "
3010,The University of Adelaide,2018,SA,Go8,RSP,"41,190,503 "
3010,The University of Adelaide,2018,SA,Go8,RTP,"46,864,184 "
3036,The University of Melbourne,2018,VIC,Go8,RSP,"99,177,690 "
3036,The University of Melbourne,2018,VIC,Go8,RTP,"98,127,748 "
3044,The University of Notre Dame Australia,2018,WA,non-aligned,RSP,"721,187 "
3044,The University of Notre Dame Australia,2018,WA,non-aligned,RTP,"829,351 "
3019,The University of Queensland,2018,QLD,Go8,RSP,"90,585,215 "
3019,The University of Queensland,2018,QLD,Go8,RTP,"96,436,308 "
3040,The University of Sydney,2018,NSW,Go8,RSP,"88,047,781 "
3040,The University of Sydney,2018,NSW,Go8,RTP,"97,508,015 "
1055,The University of Western Australia,2018,WA,Go8,RSP,"46,014,991 "
1055,The University of Western Australia,2018,WA,Go8,RTP,"48,456,942 "
4449,Torrens University Australia,2018,SA,non-aligned,RSP,"65,054 "
4449,Torrens University Australia,2018,SA,non-aligned,RTP,"45,776 "
2241,University of Canberra,2018,ACT,IRU,RSP,"4,007,502 "
2241,University of Canberra,2018,ACT,IRU,RTP,"5,140,501 "
4331,University of Divinity,2018,VIC,non-aligned,RSP,"665,961 "
4331,University of Divinity,2018,VIC,non-aligned,RTP,"909,458 "
3039,University of New England,2018,NSW,RUN,RSP,"7,272,094 "
3039,University of New England,2018,NSW,RUN,RTP,"9,072,274 "
3013,University of New South Wales,2018,NSW,Go8,RSP,"79,763,515 "
3013,University of New South Wales,2018,NSW,Go8,RTP,"89,661,819 "
3014,University of Newcastle,2018,NSW,ATN,RSP,"22,159,482 "
3014,University of Newcastle,2018,NSW,ATN,RTP,"24,081,639 "
3027,University of South Australia,2018,SA,ATN,RSP,"15,314,195 "
3027,University of South Australia,2018,SA,ATN,RTP,"19,756,278 "
2201,University of Southern Queensland,2018,QLD,RUN,RSP,"3,282,131 "
2201,University of Southern Queensland,2018,QLD,RUN,RTP,"5,294,434 "
3045,University of Tasmania,2018,TAS,non-aligned,RSP,"23,437,114 "
3045,University of Tasmania,2018,TAS,non-aligned,RTP,"24,642,801 "
3016,University of Technology Sydney,2018,NSW,ATN,RSP,"12,496,009 "
3016,University of Technology Sydney,2018,NSW,ATN,RTP,"17,081,143 "
3043,University of the Sunshine Coast,2018,QLD,RUN,RSP,"3,222,366 "
3043,University of the Sunshine Coast,2018,QLD,RUN,RTP,"2,776,828 "
1058,University of Wollongong,2018,NSW,non-aligned,RSP,"13,744,241 "
1058,University of Wollongong,2018,NSW,non-aligned,RTP,"22,740,798 "
3007,Victoria University,2018,VIC,non-aligned,RSP,"4,246,011 "
3007,Victoria University,2018,VIC,non-aligned,RTP,"7,478,587 "
3004,Western Sydney University,2018,NSW,IRU,RSP,"7,485,964 "
3004,Western Sydney University,2018,NSW,IRU,RTP,"10,865,765 "
3006,Australian Catholic University,2017,OTHER,non-aligned,RSP,"3,543,489 "
3006,Australian Catholic University,2017,OTHER,non-aligned,RTP,"3,540,319 "
2246,Batchelor Institute of Indigenous Tertiary Education,2017,NT,non-aligned,RSP,"144,426 "
